"pa","mpc1","mpc2","mpc3"
24701,3882145.45632966,3882145.45632966,3882145.45632966
24711,3884503.17768322,3884503.17768322,3884503.17768322
24721,3886861.37614413,3886861.37614413,3886861.37614413
24731,3889220.05161588,3889220.05161588,3889220.05161588
24741,3891579.20400202,3891579.20400202,3891579.20400202
24751,3893938.83320617,3893938.83320617,3893938.83320617
24761,3896298.93913198,3896298.93913198,3896298.93913198
24771,3898659.52168319,3898659.52168319,3898659.52168319
24781,3901020.58076358,3901020.58076358,3901020.58076358
24791,3903382.11627699,3903382.11627699,3903382.11627699
24801,3905744.12812732,3905744.12812732,3905744.12812732
24811,3908106.61621852,3908106.61621852,3908106.61621852
24821,3910469.58045463,3910469.58045463,3910469.58045463
24831,3912833.0207397,3912833.0207397,3912833.0207397
24841,3915196.93697788,3915196.93697788,3915196.93697788
24851,3917561.32907336,3917561.32907336,3917561.32907336
24861,3919926.19693037,3919926.19693037,3919926.19693037
24871,3922291.54045323,3922291.54045323,3922291.54045323
24881,3924657.35954631,3924657.35954631,3924657.35954631
24891,3927023.65411402,3927023.65411402,3927023.65411402
24901,3929390.42406084,3929390.42406084,3929390.42406084
24911,3931757.66929131,3931757.66929131,3931757.66929131
24921,3934125.38971002,3934125.38971002,3934125.38971002
24931,3936493.58522162,3936493.58522162,3936493.58522162
24941,3938862.25573083,3938862.25573083,3938862.25573083
24951,3941231.40114241,3941231.40114241,3941231.40114241
24961,3943601.02136119,3943601.02136119,3943601.02136119
24971,3945971.11629203,3945971.11629203,3945971.11629203
24981,3948341.68583989,3948341.68583989,3948341.68583989
24991,3950712.72990976,3950712.72990976,3950712.72990976
25001,3953084.24840668,3953084.24840668,3953084.24840668
25011,3955456.24123577,3955456.24123577,3955456.24123577
25021,3957828.70830219,3957828.70830219,3957828.70830219
25031,3960201.64951117,3960201.64951117,3960201.64951117
25041,3962575.06476798,3962575.06476798,3962575.06476798
25051,3964948.95397797,3964948.95397797,3964948.95397797
25061,3967323.31704652,3967323.31704652,3967323.31704652
25071,3969698.15387908,3969698.15387908,3969698.15387908
25081,3972073.46438117,3972073.46438117,3972073.46438117
25091,3974449.24845833,3974449.24845833,3974449.24845833
25101,3976825.5060162,3976825.5060162,3976825.5060162
25111,3979202.23696044,3979202.23696044,3979202.23696044
25121,3981579.4411968,3981579.4411968,3981579.4411968
25131,3983957.11863105,3983957.11863105,3983957.11863105
25141,3986335.26916904,3986335.26916904,3986335.26916904
25151,3988713.89271667,3988713.89271667,3988713.89271667
25161,3991092.98917991,3991092.98917991,3991092.98917991
25171,3993472.55846475,3993472.55846475,3993472.55846475
25181,3995852.60047727,3995852.60047727,3995852.60047727
25191,3998233.1151236,3998233.1151236,3998233.1151236
25201,4000614.10230992,4000614.10230992,4000614.10230992
25211,4002995.56194246,4002995.56194246,4002995.56194246
25221,4005377.49392751,4005377.49392751,4005377.49392751
25231,4007759.89817142,4007759.89817142,4007759.89817142
25241,4010142.7745806,4010142.7745806,4010142.7745806
25251,4012526.12306151,4012526.12306151,4012526.12306151
25261,4014909.94352065,4014909.94352065,4014909.94352065
25271,4017294.23586461,4017294.23586461,4017294.23586461
25281,4019679,4019679,4019679
25291,4022064.23583351,4022064.23583351,4022064.23583351
25301,4024449.94327188,4024449.94327188,4024449.94327188
25311,4026836.12222189,4026836.12222189,4026836.12222189
25321,4029222.77259039,4029222.77259039,4029222.77259039
25331,4031609.89428429,4031609.89428429,4031609.89428429
25341,4033997.48721055,4033997.48721055,4033997.48721055
25351,4036385.55127617,4036385.55127617,4036385.55127617
25361,4038774.08638822,4038774.08638822,4038774.08638822
25371,4041163.09245383,4041163.09245383,4041163.09245383
25381,4043552.56938017,4043552.56938017,4043552.56938017
25391,4045942.51707448,4045942.51707448,4045942.51707448
25401,4048332.93544405,4048332.93544405,4048332.93544405
25411,4050723.8243962,4050723.8243962,4050723.8243962
25421,4053115.18383835,4053115.18383835,4053115.18383835
25431,4055507.01367794,4055507.01367794,4055507.01367794
25441,4057899.31382249,4057899.31382249,4057899.31382249
25451,4060292.08417954,4060292.08417954,4060292.08417954
25461,4062685.32465671,4062685.32465671,4062685.32465671
25471,4065079.03516168,4065079.03516168,4065079.03516168
25481,4067473.21560216,4067473.21560216,4067473.21560216
25491,4069867.86588594,4069867.86588594,4069867.86588594
25501,4072262.98592085,4072262.98592085,4072262.98592085
25511,4074658.57561477,4074658.57561477,4074658.57561477
25521,4077054.63487565,4077054.63487565,4077054.63487565
25531,4079451.16361147,4079451.16361147,4079451.16361147
25541,4081848.1617303,4081848.1617303,4081848.1617303
25551,4084245.62914022,4084245.62914022,4084245.62914022
25561,4086643.5657494,4086643.5657494,4086643.5657494
25571,4089041.97146606,4089041.97146606,4089041.97146606
25581,4091440.84619844,4091440.84619844,4091440.84619844
25591,4093840.18985487,4093840.18985487,4093840.18985487
25601,4096240.00234373,4096240.00234373,4096240.00234373
25611,4098640.28357344,4098640.28357344,4098640.28357344
25621,4101041.03345248,4101041.03345248,4101041.03345248
25631,4103442.25188938,4103442.25188938,4103442.25188938
25641,4105843.93879273,4105843.93879273,4105843.93879273
25651,4108246.09407117,4108246.09407117,4108246.09407117
25661,4110648.71763339,4110648.71763339,4110648.71763339
25671,4113051.80938813,4113051.80938813,4113051.80938813
25681,4115455.36924421,4115455.36924421,4115455.36924421
25691,4117859.39711047,4117859.39711047,4117859.39711047
25701,4120263.89289582,4120263.89289582,4120263.89289582
25711,4122668.85650922,4122668.85650922,4122668.85650922
25721,4125074.28785967,4125074.28785967,4125074.28785967
25731,4127480.18685626,4127480.18685626,4127480.18685626
25741,4129886.5534081,4129886.5534081,4129886.5534081
25751,4132293.38742435,4132293.38742435,4132293.38742435
25761,4134700.68881425,4134700.68881425,4134700.68881425
25771,4137108.45748706,4137108.45748706,4137108.45748706
25781,4139516.69335214,4139516.69335214,4139516.69335214
25791,4141925.39631884,4141925.39631884,4141925.39631884
25801,4144334.56629662,4144334.56629662,4144334.56629662
25811,4146744.20319496,4146744.20319496,4146744.20319496
25821,4149154.3069234,4149154.3069234,4149154.3069234
25831,4151564.87739154,4151564.87739154,4151564.87739154
25841,4153975.91450901,4153975.91450901,4153975.91450901
25851,4156387.41818553,4156387.41818553,4156387.41818553
25861,4158799.38833084,4158799.38833084,4158799.38833084
25871,4161211.82485475,4161211.82485475,4161211.82485475
25881,4163624.72766711,4163624.72766711,4163624.72766711
25891,4166038.09667783,4166038.09667783,4166038.09667783
25901,4168451.93179686,4168451.93179686,4168451.93179686
25911,4170866.23293423,4170866.23293423,4170866.23293423
25921,4173281,4173281,4173281
25931,4175696.23290428,4175696.23290428,4175696.23290428
25941,4178111.93155724,4178111.93155724,4178111.93155724
25951,4180528.09586911,4180528.09586911,4180528.09586911
25961,4182944.72575015,4182944.72575015,4182944.72575015
25971,4185361.82111069,4185361.82111069,4185361.82111069
25981,4187779.38186111,4187779.38186111,4187779.38186111
25991,4190197.40791183,4190197.40791183,4190197.40791183
26001,4192615.89917333,4192615.89917333,4192615.89917333
26011,4195034.85555615,4195034.85555615,4195034.85555615
26021,4197454.27697086,4197454.27697086,4197454.27697086
26031,4199874.16332811,4199874.16332811,4199874.16332811
26041,4202294.51453858,4202294.51453858,4202294.51453858
26051,4204715.33051299,4204715.33051299,4204715.33051299
26061,4207136.61116216,4207136.61116216,4207136.61116216
26071,4209558.3563969,4209558.3563969,4209558.3563969
26081,4211980.56612813,4211980.56612813,4211980.56612813
26091,4214403.24026676,4214403.24026676,4214403.24026676
26101,4216826.37872382,4216826.37872382,4216826.37872382
26111,4219249.98141032,4219249.98141032,4219249.98141032
26121,4221674.04823738,4221674.04823738,4221674.04823738
26131,4224098.57911614,4224098.57911614,4224098.57911614
26141,4226523.5739578,4226523.5739578,4226523.5739578
26151,4228949.0326736,4228949.0326736,4228949.0326736
26161,4231374.95517485,4231374.95517485,4231374.95517485
26171,4233801.3413729,4233801.3413729,4233801.3413729
26181,4236228.19117915,4236228.19117915,4236228.19117915
26191,4238655.50450506,4238655.50450506,4238655.50450506
26201,4241083.28126211,4241083.28126211,4241083.28126211
26211,4243511.52136188,4243511.52136188,4243511.52136188
26221,4245940.22471596,4245940.22471596,4245940.22471596
26231,4248369.39123601,4248369.39123601,4248369.39123601
26241,4250799.02083373,4250799.02083373,4250799.02083373
26251,4253229.11342088,4253229.11342088,4253229.11342088
26261,4255659.66890927,4255659.66890927,4255659.66890927
26271,4258090.68721076,4258090.68721076,4258090.68721076
26281,4260522.16823725,4260522.16823725,4260522.16823725
26291,4262954.11190069,4262954.11190069,4262954.11190069
26301,4265386.5181131,4265386.5181131,4265386.5181131
26311,4267819.38678654,4267819.38678654,4267819.38678654
26321,4270252.7178331,4270252.7178331,4270252.7178331
26331,4272686.51116496,4272686.51116496,4272686.51116496
26341,4275120.76669432,4275120.76669432,4275120.76669432
26351,4277555.48433343,4277555.48433343,4277555.48433343
26361,4279990.66399461,4279990.66399461,4279990.66399461
26371,4282426.30559021,4282426.30559021,4282426.30559021
26381,4284862.40903264,4284862.40903264,4284862.40903264
26391,4287298.97423436,4287298.97423436,4287298.97423436
26401,4289736.00110788,4289736.00110788,4289736.00110788
26411,4292173.48956575,4292173.48956575,4292173.48956575
26421,4294611.43952058,4294611.43952058,4294611.43952058
26431,4297049.85088502,4297049.85088502,4297049.85088502
26441,4299488.72357179,4299488.72357179,4299488.72357179
26451,4301928.05749364,4301928.05749364,4301928.05749364
26461,4304367.85256337,4304367.85256337,4304367.85256337
26471,4306808.10869384,4306808.10869384,4306808.10869384
26481,4309248.82579795,4309248.82579795,4309248.82579795
26491,4311690.00378865,4311690.00378865,4311690.00378865
26501,4314131.64257896,4314131.64257896,4314131.64257896
26511,4316573.74208191,4316573.74208191,4316573.74208191
26521,4319016.30221061,4319016.30221061,4319016.30221061
26531,4321459.32287821,4321459.32287821,4321459.32287821
26541,4323902.80399791,4323902.80399791,4323902.80399791
26551,4326346.74548296,4326346.74548296,4326346.74548296
26561,4328791.14724665,4328791.14724665,4328791.14724665
26571,4331236.00920234,4331236.00920234,4331236.00920234
26581,4333681.33126341,4333681.33126341,4333681.33126341
26591,4336127.11334331,4336127.11334331,4336127.11334331
26601,4338573.35535554,4338573.35535554,4338573.35535554
26611,4341020.05721363,4341020.05721363,4341020.05721363
26621,4343467.21883117,4343467.21883117,4343467.21883117
26631,4345914.84012181,4345914.84012181,4345914.84012181
26641,4348362.92099924,4348362.92099924,4348362.92099924
26651,4350811.46137718,4350811.46137718,4350811.46137718
26661,4353260.46116942,4353260.46116942,4353260.46116942
26671,4355709.9202898,4355709.9202898,4355709.9202898
26681,4358159.8386522,4358159.8386522,4358159.8386522
26691,4360610.21617055,4360610.21617055,4360610.21617055
26701,4363061.05275883,4363061.05275883,4363061.05275883
26711,4365512.34833106,4365512.34833106,4365512.34833106
26721,4367964.10280133,4367964.10280133,4367964.10280133
26731,4370416.31608374,4370416.31608374,4370416.31608374
26741,4372868.98809249,4372868.98809249,4372868.98809249
26751,4375322.11874177,4375322.11874177,4375322.11874177
26761,4377775.70794587,4377775.70794587,4377775.70794587
26771,4380229.7556191,4380229.7556191,4380229.7556191
26781,4382684.26167583,4382684.26167583,4382684.26167583
26791,4385139.22603046,4385139.22603046,4385139.22603046
26801,4387594.64859745,4387594.64859745,4387594.64859745
26811,4390050.52929132,4390050.52929132,4390050.52929132
26821,4392506.86802662,4392506.86802662,4392506.86802662
26831,4394963.66471795,4394963.66471795,4394963.66471795
26841,4397420.91927996,4397420.91927996,4397420.91927996
26851,4399878.63162735,4399878.63162735,4399878.63162735
26861,4402336.80167488,4402336.80167488,4402336.80167488
26871,4404795.42933733,4404795.42933733,4404795.42933733
26881,4407254.51452954,4407254.51452954,4407254.51452954
26891,4409714.05716641,4409714.05716641,4409714.05716641
26901,4412174.05716286,4412174.05716286,4412174.05716286
26911,4414634.5144339,4414634.5144339,4414634.5144339
26921,4417095.42889454,4417095.42889454,4417095.42889454
26931,4419556.80045986,4419556.80045986,4419556.80045986
26941,4422018.629045,4422018.629045,4422018.629045
26951,4424480.91456512,4424480.91456512,4424480.91456512
26961,4426943.65693545,4426943.65693545,4426943.65693545
26971,4429406.85607125,4429406.85607125,4429406.85607125
26981,4431870.51188784,4431870.51188784,4431870.51188784
26991,4434334.62430058,4434334.62430058,4434334.62430058
27001,4436799.19322489,4436799.19322489,4436799.19322489
27011,4439264.2185762,4439264.2185762,4439264.2185762
27021,4441729.70027004,4441729.70027004,4441729.70027004
27031,4444195.63822195,4444195.63822195,4444195.63822195
27041,4446662.03234752,4446662.03234752,4446662.03234752
27051,4449128.88256241,4449128.88256241,4449128.88256241
27061,4451596.18878229,4451596.18878229,4451596.18878229
27071,4454063.95092291,4454063.95092291,4454063.95092291
27081,4456532.16890005,4456532.16890005,4456532.16890005
27091,4459000.84262955,4459000.84262955,4459000.84262955
27101,4461469.97202727,4461469.97202727,4461469.97202727
27111,4463939.55700914,4463939.55700914,4463939.55700914
27121,4466409.59749114,4466409.59749114,4466409.59749114
27131,4468880.09338928,4468880.09338928,4468880.09338928
27141,4471351.04461962,4471351.04461962,4471351.04461962
27151,4473822.45109828,4473822.45109828,4473822.45109828
27161,4476294.3127414,4476294.3127414,4476294.3127414
27171,4478766.62946519,4478766.62946519,4478766.62946519
27181,4481239.4011859,4481239.4011859,4481239.4011859
27191,4483712.62781983,4483712.62781983,4483712.62781983
27201,4486186.30928331,4486186.30928331,4486186.30928331
27211,4488660.44549273,4488660.44549273,4488660.44549273
27221,4491135.03636453,4491135.03636453,4491135.03636453
27231,4493610.08181518,4493610.08181518,4493610.08181518
27241,4496085.58176121,4496085.58176121,4496085.58176121
27251,4498561.53611919,4498561.53611919,4498561.53611919
27261,4501037.94480573,4501037.94480573,4501037.94480573
27271,4503514.80773751,4503514.80773751,4503514.80773751
27281,4505992.12483122,4505992.12483122,4505992.12483122
27291,4508469.89600363,4508469.89600363,4508469.89600363
27301,4510948.12117153,4510948.12117153,4510948.12117153
27311,4513426.80025178,4513426.80025178,4513426.80025178
27321,4515905.93316125,4515905.93316125,4515905.93316125
27331,4518385.5198169,4518385.5198169,4518385.5198169
27341,4520865.56013569,4520865.56013569,4520865.56013569
27351,4523346.05403467,4523346.05403467,4523346.05403467
27361,4525827.0014309,4525827.0014309,4525827.0014309
27371,4528308.4022415,4528308.4022415,4528308.4022415
27381,4530790.25638365,4530790.25638365,4530790.25638365
27391,4533272.56377454,4533272.56377454,4533272.56377454
27401,4535755.32433144,4535755.32433144,4535755.32433144
27411,4538238.53797164,4538238.53797164,4538238.53797164
27421,4540722.2046125,4540722.2046125,4540722.2046125
27431,4543206.3241714,4543206.3241714,4543206.3241714
27441,4545690.89656578,4545690.89656578,4545690.89656578
27451,4548175.92171312,4548175.92171312,4548175.92171312
27461,4550661.39953095,4550661.39953095,4550661.39953095
27471,4553147.32993684,4553147.32993684,4553147.32993684
27481,4555633.71284841,4555633.71284841,4555633.71284841
