"pa","mpc1","mpc2","mpc3"
19511,2725331.23304875,2725331.23304875,2725331.23304875
19521,2727426.72821123,2727426.72821123,2727426.72821123
19531,2729522.76017091,2729522.76017091,2729522.76017091
19541,2731619.32879034,2731619.32879034,2731619.32879034
19551,2733716.4339322,2733716.4339322,2733716.4339322
19561,2735814.07545926,2735814.07545926,2735814.07545926
19571,2737912.25323439,2737912.25323439,2737912.25323439
19581,2740010.96712057,2740010.96712057,2740010.96712057
19591,2742110.21698089,2742110.21698089,2742110.21698089
19601,2744210.00267855,2744210.00267855,2744210.00267855
19611,2746310.32407683,2746310.32407683,2746310.32407683
19621,2748411.18103915,2748411.18103915,2748411.18103915
19631,2750512.573429,2750512.573429,2750512.573429
19641,2752614.50110999,2752614.50110999,2752614.50110999
19651,2754716.96394584,2754716.96394584,2754716.96394584
19661,2756819.96180037,2756819.96180037,2756819.96180037
19671,2758923.4945375,2758923.4945375,2758923.4945375
19681,2761027.56202125,2761027.56202125,2761027.56202125
19691,2763132.16411575,2763132.16411575,2763132.16411575
19701,2765237.30068524,2765237.30068524,2765237.30068524
19711,2767342.97159405,2767342.97159405,2767342.97159405
19721,2769449.17670662,2769449.17670662,2769449.17670662
19731,2771555.9158875,2771555.9158875,2771555.9158875
19741,2773663.18900133,2773663.18900133,2773663.18900133
19751,2775770.99591285,2775770.99591285,2775770.99591285
19761,2777879.33648692,2777879.33648692,2777879.33648692
19771,2779988.21058849,2779988.21058849,2779988.21058849
19781,2782097.61808262,2782097.61808262,2782097.61808262
19791,2784207.55883447,2784207.55883447,2784207.55883447
19801,2786318.0327093,2786318.0327093,2786318.0327093
19811,2788429.03957246,2788429.03957246,2788429.03957246
19821,2790540.57928943,2790540.57928943,2790540.57928943
19831,2792652.65172577,2792652.65172577,2792652.65172577
19841,2794765.25674716,2794765.25674716,2794765.25674716
19851,2796878.39421935,2796878.39421935,2796878.39421935
19861,2798992.06400822,2798992.06400822,2798992.06400822
19871,2801106.26597975,2801106.26597975,2801106.26597975
19881,2803221,2803221,2803221
19891,2805336.26593516,2805336.26593516,2805336.26593516
19901,2807452.06365149,2807452.06365149,2807452.06365149
19911,2809568.39301538,2809568.39301538,2809568.39301538
19921,2811685.25389329,2811685.25389329,2811685.25389329
19931,2813802.64615182,2813802.64615182,2813802.64615182
19941,2815920.56965764,2815920.56965764,2815920.56965764
19951,2818039.02427752,2818039.02427752,2818039.02427752
19961,2820158.00987835,2820158.00987835,2820158.00987835
19971,2822277.5263271,2822277.5263271,2822277.5263271
19981,2824397.57349085,2824397.57349085,2824397.57349085
19991,2826518.15123678,2826518.15123678,2826518.15123678
20001,2828639.25943217,2828639.25943217,2828639.25943217
20011,2830760.8979444,2830760.8979444,2830760.8979444
20021,2832883.06664094,2832883.06664094,2832883.06664094
20031,2835005.76538938,2835005.76538938,2835005.76538938
20041,2837128.99405737,2837128.99405737,2837128.99405737
20051,2839252.75251271,2839252.75251271,2839252.75251271
20061,2841377.04062326,2841377.04062326,2841377.04062326
20071,2843501.858257,2843501.858257,2843501.858257
20081,2845627.20528199,2845627.20528199,2845627.20528199
20091,2847753.08156641,2847753.08156641,2847753.08156641
20101,2849879.48697853,2849879.48697853,2849879.48697853
20111,2852006.4213867,2852006.4213867,2852006.4213867
20121,2854133.88465941,2854133.88465941,2854133.88465941
20131,2856261.8766652,2856261.8766652,2856261.8766652
20141,2858390.39727274,2858390.39727274,2858390.39727274
20151,2860519.44635078,2860519.44635078,2860519.44635078
20161,2862649.02376819,2862649.02376819,2862649.02376819
20171,2864779.12939392,2864779.12939392,2864779.12939392
20181,2866909.76309702,2866909.76309702,2866909.76309702
20191,2869040.92474663,2869040.92474663,2869040.92474663
20201,2871172.61421201,2871172.61421201,2871172.61421201
20211,2873304.83136249,2873304.83136249,2873304.83136249
20221,2875437.57606751,2875437.57606751,2875437.57606751
20231,2877570.84819662,2877570.84819662,2877570.84819662
20241,2879704.64761944,2879704.64761944,2879704.64761944
20251,2881838.97420571,2881838.97420571,2881838.97420571
20261,2883973.82782525,2883973.82782525,2883973.82782525
20271,2886109.20834798,2886109.20834798,2886109.20834798
20281,2888245.11564393,2888245.11564393,2888245.11564393
20291,2890381.5495832,2890381.5495832,2890381.5495832
20301,2892518.51003602,2892518.51003602,2892518.51003602
20311,2894655.99687268,2894655.99687268,2894655.99687268
20321,2896794.0099636,2896794.0099636,2896794.0099636
20331,2898932.54917927,2898932.54917927,2898932.54917927
20341,2901071.61439028,2901071.61439028,2901071.61439028
20351,2903211.20546732,2903211.20546732,2903211.20546732
20361,2905351.32228118,2905351.32228118,2905351.32228118
20371,2907491.96470274,2907491.96470274,2907491.96470274
20381,2909633.13260298,2909633.13260298,2909633.13260298
20391,2911774.82585295,2911774.82585295,2911774.82585295
20401,2913917.04432384,2913917.04432384,2913917.04432384
20411,2916059.7878869,2916059.7878869,2916059.7878869
20421,2918203.05641348,2918203.05641348,2918203.05641348
20431,2920346.84977504,2920346.84977504,2920346.84977504
20441,2922491.16784311,2922491.16784311,2922491.16784311
20451,2924636.01048934,2924636.01048934,2924636.01048934
20461,2926781.37758545,2926781.37758545,2926781.37758545
20471,2928927.26900328,2928927.26900328,2928927.26900328
20481,2931073.68461474,2931073.68461474,2931073.68461474
20491,2933220.62429184,2933220.62429184,2933220.62429184
20501,2935368.08790669,2935368.08790669,2935368.08790669
20511,2937516.0753315,2937516.0753315,2937516.0753315
20521,2939664.58643856,2939664.58643856,2939664.58643856
20531,2941813.62110026,2941813.62110026,2941813.62110026
20541,2943963.17918907,2943963.17918907,2943963.17918907
20551,2946113.26057757,2946113.26057757,2946113.26057757
20561,2948263.86513843,2948263.86513843,2948263.86513843
20571,2950414.99274441,2950414.99274441,2950414.99274441
20581,2952566.64326836,2952566.64326836,2952566.64326836
20591,2954718.81658323,2954718.81658323,2954718.81658323
20601,2956871.51256205,2956871.51256205,2956871.51256205
20611,2959024.73107796,2959024.73107796,2959024.73107796
20621,2961178.47200418,2961178.47200418,2961178.47200418
20631,2963332.73521402,2963332.73521402,2963332.73521402
20641,2965487.52058089,2965487.52058089,2965487.52058089
20651,2967642.82797829,2967642.82797829,2967642.82797829
20661,2969798.65727982,2969798.65727982,2969798.65727982
20671,2971955.00835914,2971955.00835914,2971955.00835914
20681,2974111.88109005,2974111.88109005,2974111.88109005
20691,2976269.2753464,2976269.2753464,2976269.2753464
20701,2978427.19100216,2978427.19100216,2978427.19100216
20711,2980585.62793136,2980585.62793136,2980585.62793136
20721,2982744.58600816,2982744.58600816,2982744.58600816
20731,2984904.06510678,2984904.06510678,2984904.06510678
20741,2987064.06510155,2987064.06510155,2987064.06510155
20751,2989224.58586688,2989224.58586688,2989224.58586688
20761,2991385.62727727,2991385.62727727,2991385.62727727
20771,2993547.18920731,2993547.18920731,2993547.18920731
20781,2995709.2715317,2995709.2715317,2995709.2715317
20791,2997871.87412521,2997871.87412521,2997871.87412521
20801,3000034.9968627,3000034.9968627,3000034.9968627
20811,3002198.63961914,3002198.63961914,3002198.63961914
20821,3004362.80226956,3004362.80226956,3004362.80226956
20831,3006527.48468911,3006527.48468911,3006527.48468911
20841,3008692.686753,3008692.686753,3008692.686753
20851,3010858.40833657,3010858.40833657,3010858.40833657
20861,3013024.6493152,3013024.6493152,3013024.6493152
20871,3015191.40956441,3015191.40956441,3015191.40956441
20881,3017358.68895977,3017358.68895977,3017358.68895977
20891,3019526.48737695,3019526.48737695,3019526.48737695
20901,3021694.80469173,3021694.80469173,3021694.80469173
20911,3023863.64077995,3023863.64077995,3023863.64077995
20921,3026032.99551756,3026032.99551756,3026032.99551756
20931,3028202.86878059,3028202.86878059,3028202.86878059
20941,3030373.26044516,3030373.26044516,3030373.26044516
20951,3032544.17038747,3032544.17038747,3032544.17038747
20961,3034715.59848382,3034715.59848382,3034715.59848382
20971,3036887.5446106,3036887.5446106,3036887.5446106
20981,3039060.00864428,3039060.00864428,3039060.00864428
20991,3041232.99046143,3041232.99046143,3041232.99046143
21001,3043406.4899387,3043406.4899387,3043406.4899387
21011,3045580.50695282,3045580.50695282,3045580.50695282
21021,3047755.04138062,3047755.04138062,3047755.04138062
21031,3049930.09309902,3049930.09309902,3049930.09309902
21041,3052105.66198502,3052105.66198502,3052105.66198502
21051,3054281.7479157,3054281.7479157,3054281.7479157
21061,3056458.35076825,3056458.35076825,3056458.35076825
21071,3058635.47041994,3058635.47041994,3058635.47041994
21081,3060813.10674811,3060813.10674811,3060813.10674811
21091,3062991.2596302,3062991.2596302,3062991.2596302
21101,3065169.92894374,3065169.92894374,3065169.92894374
21111,3067349.11456635,3067349.11456635,3067349.11456635
21121,3069528.81637573,3069528.81637573,3069528.81637573
21131,3071709.03424966,3071709.03424966,3071709.03424966
21141,3073889.76806602,3073889.76806602,3073889.76806602
21151,3076071.01770278,3076071.01770278,3076071.01770278
21161,3078252.78303797,3078252.78303797,3078252.78303797
21171,3080435.06394973,3080435.06394973,3080435.06394973
21181,3082617.86031629,3082617.86031629,3082617.86031629
21191,3084801.17201595,3084801.17201595,3084801.17201595
21201,3086984.99892711,3086984.99892711,3086984.99892711
21211,3089169.34092824,3089169.34092824,3089169.34092824
21221,3091354.19789791,3091354.19789791,3091354.19789791
21231,3093539.56971476,3093539.56971476,3093539.56971476
21241,3095725.45625755,3095725.45625755,3095725.45625755
21251,3097911.85740508,3097911.85740508,3097911.85740508
21261,3100098.77303627,3100098.77303627,3100098.77303627
21271,3102286.20303011,3102286.20303011,3102286.20303011
21281,3104474.14726568,3104474.14726568,3104474.14726568
21291,3106662.60562215,3106662.60562215,3106662.60562215
21301,3108851.57797876,3108851.57797876,3108851.57797876
21311,3111041.06421484,3111041.06421484,3111041.06421484
21321,3113231.06420982,3113231.06420982,3113231.06420982
21331,3115421.5778432,3115421.5778432,3115421.5778432
21341,3117612.60499457,3117612.60499457,3117612.60499457
21351,3119804.14554359,3119804.14554359,3119804.14554359
21361,3121996.19937004,3121996.19937004,3121996.19937004
21371,3124188.76635376,3124188.76635376,3124188.76635376
21381,3126381.84637466,3126381.84637466,3126381.84637466
21391,3128575.43931276,3128575.43931276,3128575.43931276
21401,3130769.54504815,3130769.54504815,3130769.54504815
21411,3132964.16346102,3132964.16346102,3132964.16346102
21421,3135159.29443162,3135159.29443162,3135159.29443162
21431,3137354.93784031,3137354.93784031,3137354.93784031
21441,3139551.09356752,3139551.09356752,3139551.09356752
21451,3141747.76149375,3141747.76149375,3141747.76149375
21461,3143944.94149961,3143944.94149961,3143944.94149961
21471,3146142.63346578,3146142.63346578,3146142.63346578
21481,3148340.83727302,3148340.83727302,3148340.83727302
21491,3150539.55280219,3150539.55280219,3150539.55280219
21501,3152738.7799342,3152738.7799342,3152738.7799342
21511,3154938.51855008,3154938.51855008,3154938.51855008
21521,3157138.76853093,3157138.76853093,3157138.76853093
21531,3159339.52975792,3159339.52975792,3159339.52975792
21541,3161540.80211232,3161540.80211232,3161540.80211232
21551,3163742.58547547,3163742.58547547,3163742.58547547
21561,3165944.8797288,3165944.8797288,3165944.8797288
21571,3168147.68475382,3168147.68475382,3168147.68475382
21581,3170351.00043213,3170351.00043213,3170351.00043213
21591,3172554.8266454,3172554.8266454,3172554.8266454
21601,3174759.16327538,3174759.16327538,3174759.16327538
21611,3176964.01020392,3176964.01020392,3176964.01020392
21621,3179169.36731295,3179169.36731295,3179169.36731295
21631,3181375.23448445,3181375.23448445,3181375.23448445
21641,3183581.61160053,3183581.61160053,3183581.61160053
21651,3185788.49854334,3185788.49854334,3185788.49854334
21661,3187995.89519513,3187995.89519513,3187995.89519513
21671,3190203.80143824,3190203.80143824,3190203.80143824
21681,3192412.21715508,3192412.21715508,3192412.21715508
21691,3194621.14222814,3194621.14222814,3194621.14222814
21701,3196830.57653999,3196830.57653999,3196830.57653999
21711,3199040.51997329,3199040.51997329,3199040.51997329
21721,3201250.97241079,3201250.97241079,3201250.97241079
21731,3203461.93373528,3203461.93373528,3203461.93373528
21741,3205673.40382969,3205673.40382969,3205673.40382969
21751,3207885.38257697,3207885.38257697,3207885.38257697
21761,3210097.8698602,3210097.8698602,3210097.8698602
21771,3212310.86556252,3212310.86556252,3212310.86556252
21781,3214524.36956714,3214524.36956714,3214524.36956714
21791,3216738.38175737,3216738.38175737,3216738.38175737
21801,3218952.90201659,3218952.90201659,3218952.90201659
21811,3221167.93022826,3221167.93022826,3221167.93022826
21821,3223383.46627593,3223383.46627593,3223383.46627593
21831,3225599.51004321,3225599.51004321,3225599.51004321
21841,3227816.06141382,3227816.06141382,3227816.06141382
21851,3230033.12027152,3230033.12027152,3230033.12027152
21861,3232250.6865002,3232250.6865002,3232250.6865002
21871,3234468.75998378,3234468.75998378,3234468.75998378
21881,3236687.34060629,3236687.34060629,3236687.34060629
21891,3238906.42825183,3238906.42825183,3238906.42825183
21901,3241126.02280457,3241126.02280457,3241126.02280457
21911,3243346.12414879,3243346.12414879,3243346.12414879
21921,3245566.73216882,3245566.73216882,3245566.73216882
21931,3247787.84674908,3247787.84674908,3247787.84674908
21941,3250009.46777406,3250009.46777406,3250009.46777406
21951,3252231.59512834,3252231.59512834,3252231.59512834
21961,3254454.22869657,3254454.22869657,3254454.22869657
21971,3256677.3683635,3256677.3683635,3256677.3683635
21981,3258901.01401393,3258901.01401393,3258901.01401393
21991,3261125.16553275,3261125.16553275,3261125.16553275
22001,3263349.82280493,3263349.82280493,3263349.82280493
22011,3265574.98571553,3265574.98571553,3265574.98571553
22021,3267800.65414967,3267800.65414967,3267800.65414967
22031,3270026.82799255,3270026.82799255,3270026.82799255
22041,3272253.50712945,3272253.50712945,3272253.50712945
22051,3274480.69144574,3274480.69144574,3274480.69144574
22061,3276708.38082686,3276708.38082686,3276708.38082686
22071,3278936.57515832,3278936.57515832,3278936.57515832
22081,3281165.27432572,3281165.27432572,3281165.27432572
22091,3283394.47821473,3283394.47821473,3283394.47821473
22101,3285624.1867111,3285624.1867111,3285624.1867111
22111,3287854.39970066,3287854.39970066,3287854.39970066
22121,3290085.11706931,3290085.11706931,3290085.11706931
22131,3292316.33870304,3292316.33870304,3292316.33870304
22141,3294548.0644879,3294548.0644879,3294548.0644879
22151,3296780.29431004,3296780.29431004,3296780.29431004
22161,3299013.02805566,3299013.02805566,3299013.02805566
22171,3301246.26561107,3301246.26561107,3301246.26561107
22181,3303480.00686261,3303480.00686261,3303480.00686261
22191,3305714.25169675,3305714.25169675,3305714.25169675
22201,3307949,3307949,3307949
22211,3310184.25165896,3310184.25165896,3310184.25165896
22221,3312420.00656031,3312420.00656031,3312420.00656031
22231,3314656.26459079,3314656.26459079,3314656.26459079
22241,3316893.02563725,3316893.02563725,3316893.02563725
22251,3319130.28958657,3319130.28958657,3319130.28958657
22261,3321368.05632574,3321368.05632574,3321368.05632574
22271,3323606.32574181,3323606.32574181,3323606.32574181
22281,3325845.09772193,3325845.09772193,3325845.09772193
22291,3328084.3721533,3328084.3721533,3328084.3721533
22301,3330324.14892319,3330324.14892319,3330324.14892319
22311,3332564.42791899,3332564.42791899,3332564.42791899
22321,3334805.20902811,3334805.20902811,3334805.20902811
22331,3337046.49213807,3337046.49213807,3337046.49213807
22341,3339288.27713646,3339288.27713646,3339288.27713646
22351,3341530.56391095,3341530.56391095,3341530.56391095
22361,3343773.35234926,3343773.35234926,3343773.35234926
22371,3346016.64233922,3346016.64233922,3346016.64233922
22381,3348260.4337687,3348260.4337687,3348260.4337687
22391,3350504.72652569,3350504.72652569,3350504.72652569
22401,3352749.52049821,3352749.52049821,3352749.52049821
22411,3354994.81557438,3354994.81557438,3354994.81557438
22421,3357240.61164239,3357240.61164239,3357240.61164239
22431,3359486.90859051,3359486.90859051,3359486.90859051
22441,3361733.70630706,3361733.70630706,3361733.70630706
22451,3363981.00468047,3363981.00468047,3363981.00468047
22461,3366228.80359921,3366228.80359921,3366228.80359921
22471,3368477.10295187,3368477.10295187,3368477.10295187
22481,3370725.90262706,3370725.90262706,3370725.90262706
22491,3372975.2025135,3372975.2025135,3372975.2025135
22501,3375225.00249998,3375225.00249998,3375225.00249998
22511,3377475.30247536,3377475.30247536,3377475.30247536
22521,3379726.10232856,3379726.10232856,3379726.10232856
22531,3381977.4019486,3381977.4019486,3381977.4019486
22541,3384229.20122456,3384229.20122456,3384229.20122456
22551,3386481.50004559,3386481.50004559,3386481.50004559
22561,3388734.29830092,3388734.29830092,3388734.29830092
22571,3390987.59587985,3390987.59587985,3390987.59587985
22581,3393241.39267176,3393241.39267176,3393241.39267176
22591,3395495.6885661,3395495.6885661,3395495.6885661
22601,3397750.4834524,3397750.4834524,3397750.4834524
22611,3400005.77722024,3400005.77722024,3400005.77722024
22621,3402261.5697593,3402261.5697593,3402261.5697593
22631,3404517.86095932,3404517.86095932,3404517.86095932
22641,3406774.65071011,3406774.65071011,3406774.65071011
22651,3409031.93890157,3409031.93890157,3409031.93890157
22661,3411289.72542366,3411289.72542366,3411289.72542366
22671,3413548.0101664,3413548.0101664,3413548.0101664
22681,3415806.79301991,3415806.79301991,3415806.79301991
22691,3418066.07387438,3418066.07387438,3418066.07387438
22701,3420325.85262004,3420325.85262004,3420325.85262004
22711,3422586.12914723,3422586.12914723,3422586.12914723
22721,3424846.90334634,3424846.90334634,3424846.90334634
22731,3427108.17510784,3427108.17510784,3427108.17510784
22741,3429369.94432228,3429369.94432228,3429369.94432228
22751,3431632.21088027,3431632.21088027,3431632.21088027
22761,3433894.97467249,3433894.97467249,3433894.97467249
22771,3436158.23558971,3436158.23558971,3436158.23558971
22781,3438421.99352276,3438421.99352276,3438421.99352276
22791,3440686.24836253,3440686.24836253,3440686.24836253
22801,3442951,3442951,3442951
22811,3445216.24832622,3445216.24832622,3445216.24832622
22821,3447481.99323231,3447481.99323231,3447481.99323231
22831,3449748.23460945,3449748.23460945,3449748.23460945
22841,3452014.9723489,3452014.9723489,3452014.9723489
22851,3454282.20634201,3454282.20634201,3454282.20634201
22861,3456549.93648016,3456549.93648016,3456549.93648016
22871,3458818.16265484,3458818.16265484,3458818.16265484
22881,3461086.88475759,3461086.88475759,3461086.88475759
22891,3463356.10268003,3463356.10268003,3463356.10268003
22901,3465625.81631384,3465625.81631384,3465625.81631384
22911,3467896.0255508,3467896.0255508,3467896.0255508
22921,3470166.73028271,3470166.73028271,3470166.73028271
22931,3472437.93040149,3472437.93040149,3472437.93040149
22941,3474709.62579911,3474709.62579911,3474709.62579911
22951,3476981.81636761,3476981.81636761,3476981.81636761
22961,3479254.5019991,3479254.5019991,3479254.5019991
22971,3481527.68258576,3481527.68258576,3481527.68258576
22981,3483801.35801986,3483801.35801986,3483801.35801986
22991,3486075.5281937,3486075.5281937,3486075.5281937
23001,3488350.19299969,3488350.19299969,3488350.19299969
23011,3490625.3523303,3490625.3523303,3490625.3523303
23021,3492901.00607804,3492901.00607804,3492901.00607804
23031,3495177.15413554,3495177.15413554,3495177.15413554
23041,3497453.79639546,3497453.79639546,3497453.79639546
23051,3499730.93275054,3499730.93275054,3499730.93275054
23061,3502008.56309361,3502008.56309361,3502008.56309361
23071,3504286.68731755,3504286.68731755,3504286.68731755
23081,3506565.3053153,3506565.3053153,3506565.3053153
23091,3508844.4169799,3508844.4169799,3508844.4169799
23101,3511124.02220443,3511124.02220443,3511124.02220443
23111,3513404.12088205,3513404.12088205,3513404.12088205
23121,3515684.71290601,3515684.71290601,3515684.71290601
23131,3517965.79816959,3517965.79816959,3517965.79816959
23141,3520247.37656617,3520247.37656617,3520247.37656617
23151,3522529.44798919,3522529.44798919,3522529.44798919
23161,3524812.01233215,3524812.01233215,3524812.01233215
23171,3527095.06948863,3527095.06948863,3527095.06948863
23181,3529378.61935228,3529378.61935228,3529378.61935228
23191,3531662.66181681,3531662.66181681,3531662.66181681
23201,3533947.19677601,3533947.19677601,3533947.19677601
23211,3536232.22412372,3536232.22412372,3536232.22412372
23221,3538517.74375387,3538517.74375387,3538517.74375387
23231,3540803.75556045,3540803.75556045,3540803.75556045
23241,3543090.25943752,3543090.25943752,3543090.25943752
23251,3545377.25527919,3545377.25527919,3545377.25527919
23261,3547664.74297967,3547664.74297967,3547664.74297967
23271,3549952.72243322,3549952.72243322,3549952.72243322
23281,3552241.19353416,3552241.19353416,3552241.19353416
23291,3554530.1561769,3554530.1561769,3554530.1561769
23301,3556819.61025591,3556819.61025591,3556819.61025591
23311,3559109.55566571,3559109.55566571,3559109.55566571
23321,3561399.99230092,3561399.99230092,3561399.99230092
23331,3563690.9200562,3563690.9200562,3563690.9200562
23341,3565982.33882629,3565982.33882629,3565982.33882629
23351,3568274.24850599,3568274.24850599,3568274.24850599
23361,3570566.64899019,3570566.64899019,3570566.64899019
23371,3572859.54017381,3572859.54017381,3572859.54017381
23381,3575152.92195187,3575152.92195187,3575152.92195187
23391,3577446.79421945,3577446.79421945,3577446.79421945
23401,3579741.15687168,3579741.15687168,3579741.15687168
23411,3582036.00980378,3582036.00980378,3582036.00980378
23421,3584331.35291103,3584331.35291103,3584331.35291103
23431,3586627.18608876,3586627.18608876,3586627.18608876
23441,3588923.5092324,3588923.5092324,3588923.5092324
23451,3591220.32223741,3591220.32223741,3591220.32223741
23461,3593517.62499935,3593517.62499935,3593517.62499935
23471,3595815.41741383,3595815.41741383,3595815.41741383
23481,3598113.69937652,3598113.69937652,3598113.69937652
23491,3600412.47078317,3600412.47078317,3600412.47078317
23501,3602711.7315296,3602711.7315296,3602711.7315296
23511,3605011.48151167,3605011.48151167,3605011.48151167
23521,3607311.72062535,3607311.72062535,3607311.72062535
23531,3609612.44876663,3609612.44876663,3609612.44876663
23541,3611913.66583159,3611913.66583159,3611913.66583159
23551,3614215.37171638,3614215.37171638,3614215.37171638
23561,3616517.56631722,3616517.56631722,3616517.56631722
23571,3618820.24953036,3618820.24953036,3618820.24953036
23581,3621123.42125217,3621123.42125217,3621123.42125217
23591,3623427.08137904,3623427.08137904,3623427.08137904
23601,3625731.22980744,3625731.22980744,3625731.22980744
23611,3628035.86643393,3628035.86643393,3628035.86643393
23621,3630340.9911551,3630340.9911551,3630340.9911551
23631,3632646.60386763,3632646.60386763,3632646.60386763
23641,3634952.70446824,3634952.70446824,3634952.70446824
23651,3637259.29285376,3637259.29285376,3637259.29285376
23661,3639566.36892103,3639566.36892103,3639566.36892103
23671,3641873.932567,3641873.932567,3641873.932567
23681,3644181.98368866,3644181.98368866,3644181.98368866
23691,3646490.52218308,3646490.52218308,3646490.52218308
23701,3648799.54794738,3648799.54794738,3648799.54794738
23711,3651109.06087876,3651109.06087876,3651109.06087876
23721,3653419.06087448,3653419.06087448,3653419.06087448
23731,3655729.54783187,3655729.54783187,3655729.54783187
23741,3658040.52164831,3658040.52164831,3658040.52164831
23751,3660351.98222125,3660351.98222125,3660351.98222125
23761,3662663.92944821,3662663.92944821,3662663.92944821
23771,3664976.36322678,3664976.36322678,3664976.36322678
23781,3667289.28345461,3667289.28345461,3667289.28345461
23791,3669602.6900294,3669602.6900294,3669602.6900294
23801,3671916.58284893,3671916.58284893,3671916.58284893
23811,3674230.96181106,3674230.96181106,3674230.96181106
23821,3676545.82681367,3676545.82681367,3676545.82681367
23831,3678861.17775474,3678861.17775474,3678861.17775474
23841,3681177.01453231,3681177.01453231,3681177.01453231
23851,3683493.33704447,3683493.33704447,3683493.33704447
23861,3685810.14518939,3685810.14518939,3685810.14518939
23871,3688127.43886528,3688127.43886528,3688127.43886528
23881,3690445.21797046,3690445.21797046,3690445.21797046
23891,3692763.48240325,3692763.48240325,3692763.48240325
23901,3695082.2320621,3695082.2320621,3695082.2320621
23911,3697401.46684547,3697401.46684547,3697401.46684547
23921,3699721.18665191,3699721.18665191,3699721.18665191
23931,3702041.39138003,3702041.39138003,3702041.39138003
23941,3704362.08092851,3704362.08092851,3704362.08092851
23951,3706683.25519608,3706683.25519608,3706683.25519608
23961,3709004.91408154,3709004.91408154,3709004.91408154
23971,3711327.05748375,3711327.05748375,3711327.05748375
23981,3713649.68530164,3713649.68530164,3713649.68530164
23991,3715972.79743421,3715972.79743421,3715972.79743421
24001,3718296.39378049,3718296.39378049,3718296.39378049
24011,3720620.47423961,3720620.47423961,3720620.47423961
24021,3722945.03871075,3722945.03871075,3722945.03871075
24031,3725270.08709315,3725270.08709315,3725270.08709315
24041,3727595.61928611,3727595.61928611,3727595.61928611
24051,3729921.635189,3729921.635189,3729921.635189
24061,3732248.13470126,3732248.13470126,3732248.13470126
24071,3734575.11772236,3734575.11772236,3734575.11772236
24081,3736902.58415188,3736902.58415188,3736902.58415188
24091,3739230.53388943,3739230.53388943,3739230.53388943
24101,3741558.96683468,3741558.96683468,3741558.96683468
24111,3743887.88288739,3743887.88288739,3743887.88288739
24121,3746217.28194735,3746217.28194735,3746217.28194735
24131,3748547.16391444,3748547.16391444,3748547.16391444
24141,3750877.52868859,3750877.52868859,3750877.52868859
24151,3753208.37616978,3753208.37616978,3753208.37616978
24161,3755539.70625808,3755539.70625808,3755539.70625808
24171,3757871.51885359,3757871.51885359,3757871.51885359
24181,3760203.8138565,3760203.8138565,3760203.8138565
24191,3762536.59116705,3762536.59116705,3762536.59116705
24201,3764869.85068555,3764869.85068555,3764869.85068555
24211,3767203.59231234,3767203.59231234,3767203.59231234
24221,3769537.81594786,3769537.81594786,3769537.81594786
24231,3771872.52149261,3771872.52149261,3771872.52149261
24241,3774207.70884712,3774207.70884712,3774207.70884712
24251,3776543.377912,3776543.377912,3776543.377912
24261,3778879.52858794,3778879.52858794,3778879.52858794
24271,3781216.16077566,3781216.16077566,3781216.16077566
24281,3783553.27437595,3783553.27437595,3783553.27437595
24291,3785890.86928968,3785890.86928968,3785890.86928968
24301,3788228.94541777,3788228.94541777,3788228.94541777
24311,3790567.50266118,3790567.50266118,3790567.50266118
24321,3792906.54092096,3792906.54092096,3792906.54092096
24331,3795246.06009821,3795246.06009821,3795246.06009821
24341,3797586.0600941,3797586.0600941,3797586.0600941
24351,3799926.54080983,3799926.54080983,3799926.54080983
24361,3802267.50214671,3802267.50214671,3802267.50214671
24371,3804608.94400607,3804608.94400607,3804608.94400607
24381,3806950.86628932,3806950.86628932,3806950.86628932
24391,3809293.26889792,3809293.26889792,3809293.26889792
24401,3811636.1517334,3811636.1517334,3811636.1517334
24411,3813979.51469735,3813979.51469735,3813979.51469735
24421,3816323.35769141,3816323.35769141,3816323.35769141
24431,3818667.68061729,3818667.68061729,3818667.68061729
24441,3821012.48337676,3821012.48337676,3821012.48337676
24451,3823357.76587164,3823357.76587164,3823357.76587164
24461,3825703.52800384,3825703.52800384,3825703.52800384
24471,3828049.76967528,3828049.76967528,3828049.76967528
24481,3830396.490788,3830396.490788,3830396.490788
24491,3832743.69124404,3832743.69124404,3832743.69124404
24501,3835091.37094555,3835091.37094555,3835091.37094555
24511,3837439.5297947,3837439.5297947,3837439.5297947
24521,3839788.16769376,3839788.16769376,3839788.16769376
24531,3842137.28454502,3842137.28454502,3842137.28454502
24541,3844486.88025086,3844486.88025086,3844486.88025086
24551,3846836.9547137,3846836.9547137,3846836.9547137
24561,3849187.50783604,3849187.50783604,3849187.50783604
24571,3851538.53952041,3851538.53952041,3851538.53952041
24581,3853890.04966942,3853890.04966942,3853890.04966942
24591,3856242.03818575,3856242.03818575,3856242.03818575
24601,3858594.50497212,3858594.50497212,3858594.50497212
24611,3860947.4499313,3860947.4499313,3860947.4499313
24621,3863300.87296615,3863300.87296615,3863300.87296615
24631,3865654.77397956,3865654.77397956,3865654.77397956
24641,3868009.15287451,3868009.15287451,3868009.15287451
24651,3870364.00955401,3870364.00955401,3870364.00955401
24661,3872719.34392114,3872719.34392114,3872719.34392114
24671,3875075.15587904,3875075.15587904,3875075.15587904
24681,3877431.44533092,3877431.44533092,3877431.44533092
24691,3879788.21218002,3879788.21218002,3879788.21218002
